Please Note,Princeton University does not consider student comment information provided to be official University course evaluation data; it does not take that information into consideration in approving courses for permanent status; and it does not take the information into consideration in making tenure or promotion decisions.,
Student Comments,,What advice would you give to another student considering taking this course?
"Do not take it. I took it to try to see if I was interested in psychology and I just feel like I've wasted my time because I learned too little to decide if I really like psychology. It's all based on the textbook, and nothing goes into enough detail to feel real and engaging. Take a more specific class instead.",,
I definitely recommend for students to take this as their first course in psychology. The professor is wonderful and very helpful! The class is a perfect size and the lab assignments are not too bad.,,
"If you are taking this course to fulfill the lab requirement, there are other psych and lab courses that are more engaging and interesting that can fulfill the requirement. This course provided a good introduction to the science of psychology, but you may already know much of the material. Don't take this course expecting to have your mind blown. Study early in order to do well on the midterms, which are cumulative. Professor Pronin is also a bit inflexible, so do the best you can to stay on top of course materials. Overall, this course won't blow your mind, but the lectures are engaging enough. A good course to take with friends in order to have a study group for exams.",,
"This is an easy A course as long as you do the textbook readings, focus in lab and submit quality lab reports, and study for exams. Exams require a good working knowledge of the textbook readings. It is an interesting intro course and a good way to get your SEL requirement out of the way. I would recommend taking it!",,
"A great option for an SEL: not too difficult, great professor, reasonable amount of work, and an interesting lab. Take it!",,
Go to lecture and ask questions,,
"Don't take this course. The exams are entirely textbook memorization despite the labs and lectures covering barely any material. The final was updated from a three hour final to an EIGHT hour final. This was cruel in light of covid, and you would think a psychology class would understand the detriments of prolonged and undue stress. Don't take this class. Can't PDF. Not worth the work. The assigned work isn't a lot but the readings are a lot, and in order to do well, you will have to understand the entire textbook. Very unreasonable course.",,
"This course is introductory, so don't expect to delve too deeply into each topic. Therefore, you cover a lot of material very briefly. Make sure to attend lectures or at least review lecture slides (which Professor Pronin uploads before each lecture). Exams are difficult but fair, and they test obscure details from the textbook, so make sure you understand all concepts discussed in textbooks, even if you don't discuss them in lecture (professor emphasizes this). Labs are long and we only focused on three topics the entire semester; however, lab reports are straightforward and the material isn't boring. Overall, make sure you understand material from both lecture and textbooks, study for exams (make a lecture review and take notes while reading the textbook), and you should do pretty well.",,
Great lab class if you're looking for one. Pretty broad.,,
"I don't recommend this course. The lab work is unfulfilling and very repetitive. The textbook reading is very dry, but you have to memorize its information to do well in the exams. Definitely don't take this course if you're doing it for the pre-med prerequisite. If you're taking this because you need an SEL, just take MOL 101 instead.",,
Take this to fulfill the science with lab requirement. The lectures weren't too bad. Get Logan as a lab TA if possible! She will make your life easier. The only annoying thing is the fact that we have to study the slides AND book which had like 50 pages for 1 chapter.,,
"If you do the textbook readings, the content of this class is largely intuitive, and you can relax but still learn a lot.",,
"Take for a relatively chill SEL, but be warned that you can't PDF the class and a majority of your grade rests on tests that rely entirely on memorization of the textbook.",,
"lectures do not give you all the information, so do the readings",,
Do the readings and attend lecture,,
"This is a great course for the ""science with lab"" requirement -- two interesting lectures and some reading in the textbook each week. The professor is a great lecturer and very nice. Labs are a little boring, but not difficult.",,
"If you are looking to fulfill your lab requirement, this course is a solid choice. While not incredibly interesting, as is typical of an introductory course, it is often genuinely thought provoking and a good way to become familiar with psychology.",,
