Please Note,Princeton University does not consider student comment information provided to be official University course evaluation data; it does not take that information into consideration in approving courses for permanent status; and it does not take the information into consideration in making tenure or promotion decisions.,
Student Comments,,What advice would you give to another student considering taking this course?
"Study really really hard for the midterm. It's way harder than I expected it to be, and I did study really hard.",,
"Essential stuff for anyone interested in COS or programming, and for any technical interviews. Be prepared though, it's challenging and time-consuming, and there's a lot of very clever COS majors in the class that will make it hard to get a really good grade.",,
Definitely take this course. A natural extension of 126 and honestly not much harder. My friend and I both have said we spent more time coding in 126 than we did in 226 and both classes have a very similar vibe. I also took 217 concurrently so this may have skewed my perspective because the assignments in 217 are much more difficult and I highly recommend taking 226 before 217. I had Maia Ginsburg as a preceptor and I would try to avoid her. I found her precepts somewhat unorganized and when we went online for the second half of the semester I got more out of watching other preceptors.,,
Don't take this course if we are dealing with Zoom school. It is very challenging. They didn't do live lectures so you might as well just watch Sedgewick's videos on YouTube if you want to learn algorithms.,,
"If you are interested in COS, you should take this class! It's so interesting to see all of these algorithms and data structures and the clever ways people have attempted to solve a wide variety of problems. The lectures are great, and the assignments are interesting and compelling without becoming too overwhelming. If you're planning to major in COS you have to take it anyway, but at least with this class you can have fun while doing it. Keep up with the quizzes and try to stay ahead of assignments, and you will thank yourself later.",,
Take it if you want to learn computer science theory.,,
Definitely find a partner and start assignments at least two days before because in the beginning it might not take you more than a few hours but you will have to put more effort in later and if you ever miss something in lecture or precept or can't figure something out its likely that your partner will offer insight and explanations that can really help!,,
Attend all lectures and precepts. Start assignments early and ask preceptor questions.,,
"This was such a good course!! I HIGHLY recommend. You have to take it to be a COS major, but tons of ELE/physics/ORFE/other STEM majors take it too. The material is very useful and relevant, will definitely help in terms of having a solid foundation about how to solve computer science problems efficiently. Kevin Wayne is an amazing lecturer and he explains things super well. The class is extremely well organized.",,
"If you're a COS concentrator, then you'll have to take this course. Make sure you stay engaged with the material and give it your best effort - you'll really enjoy it if you do. If you're not a COS concentrator, I would recommend taking this course anyway. This content covered in 226 is useful in almost every other discipline, and even if it's not directly helpful to you, it strengthens your problem-solving and creative thinking skills. Not to mention - the faculty teaching this course are phenomenal and are extremely accomplished in the field of computer science.",,
Highly recommend this class. The course covers a lot of content frequently tested on SWE internships. Moreover the lectures are excelled.,,
"Take it! You will never cease to be amazed by the amount of genius in all the algorithms you learn throughout the course. The class isn't easy, but it's super rewarding.",,
"Stay engaged in lecture and precepts, and you'll have a lot of fun with this course!",,
"Difficult class for sure, but you learn a lot!",,
"This is a really great course to learn about some really fundamental Algorithms and Data Structures. As someone who is super new to all of this, it's super cool and the course is taught pretty well. I would recommend it.",,
"The organization and structure of this course is impeccable. The quizzes after each lecture are essential to understanding the material in the class and also to prepare for the exams, so make sure to do them diligently. The programming assignments are challenging but very interesting and fun to do. The readme is where a lot of students lose points, so make sure to give some time to it.",,
"Great course! Despite being a lot of work, it is very enjoyable.",,
If you want to take this course. Actually take your time to understand and explore it and don't just rush through it if you want to go into this feeling.,,
"If you are unsure to start in this course or 126, then you should try the first assignment out. If it seems doable after the guidance in precept, then I recommend staying in the course. The course is phenomenal, and having previously taken a data structures course at another institution gave me a good background to build substantially off of during 226. The depth of concepts in 226 kept me quite interested, and the class was quite enjoyable overall. Kevin Wayne is an awesome professor (he deserves all the recognition he gets), and Chris was an amazing preceptor (our precept would even stay after and have fun doing interview problems together!)",,
"1st, choose Professor Ibrahim as your preceptor if possible. The way he explained lessons and assignments previews was amazing and so beneficial, don't think it could've been better. 2nd, and just as a general note, don't start the assignments on Monday morning or Sunday night. I did this for the first half of the semester and my Mondays were terrible because of this. Towards the second half I started around Friday, and working piece by piece instead of writing the entire program at once was so much more enjoyable and beneficial.",,
"Always try to get Ibrahim as your preceptor, he's absolutely amazing.",,
"This is a must-take course for anyone interested in working in COS industry. I recommend taking it in freshmen spring, as it will enable you to be a much more successful applicant to internships between your sophomore and junior year.",,
Don't be shy to ask questions; the people overseeing this course is very helpful!!,,
"TAKE THIS CLASS. If you enjoyed 126, this is all that 126 offered and more. The lectures are engaging, assignments are fun, and precepts are exciting. Although it is harder than 126, there are so many resources to help whenever necessary.",,
"It's a challenging class but if you put in the time, go to precepts and start assignments early, it's manageable.",,
Pay attention to lecture.,,
"If you are a COS concentrator you need this course. But if you're just interested, I think it's a great extension of COS126. It goes into familiar territory like queues and stacks while building on how to use them in really clever algorithms. Assignments are similar to COS126 but harder and they don't hold your hand as much, but it is more rewarding when you are finished. You will learn a lot about different ways to sort, search, etc and it will show you there are always clever solutions to difficult problems.",,
"Great course! Very clear expectations and manageable workload, even as a non-COS major (MOL major here). Expect to put in 5-15 hours of work in per assignment, each assignment taking a bit longer than the last.",,
A must-take.,,
"Take this class! It teaches you what you need to know (and more) about algorithms and data structures in a manageable and presentable way. If you are interested in computer science past the introductory level, this is a great place to go (useful material for job interviews, etc.). Also, do not be intimidated as a COS concentrator. While the problem sets can be very time consuming, they are satisfying.",,
.,,
"Collaborate on assignments. Take advantage of your resources (TAs, office hours, textbook...). Give yourself plenty of time to study for exams (study gradually). Use past exams to study!!",,
"Okay so real talk ... this course is a rough ting fam. I'd say you have to be either really good at math or programming or both to be able to go through this course without straining yourself. Point is it's hard. But the great part is the course staff KNOW it's hard and they provide a myriad of resources to help you. The Ed forum is amazing, the preceptors are amazing, Kevin Wayne responds to anything in literally 24 hours or less. The textbook is also really good. If you missed anything in lecture, the lecture videos are really good. The quizzes on Quizzera may seem like a hassle, but they are incredible checks of understanding. These quizzes make it possible for you to understand the material on a weekly basis instead of having to scramble to cram for the midterm and the final. All in all, it's hard, but there is SO MUCH HELP. Be prepared for the time commitment, but be also prepared to leave your pride at the door and get all the help you need.",,
"This class is really cool, but takes a lot of time. If you liked COS 126, I found that this was a lot of the fun stuff of 126 (learning about cool algorithms and methods for solving problems). But, assignments do get longer, and while you have more tools for dealing with them, that was definitely an issue. Professor Wayne is an incredible lecturer - his classes were amazing!",,
"This class is run very well, definitely use office hours and lab TAs to get through the assignments, but you learn a lot.",,
Take the class (obviously). You'll survive and probably do well.,,
Seek help when you need it and manage your time accordingly,,
Take it! Interesting class that changes the way you think.,,
"It's a difficult course so I would not recommend it as an elective or 5th class. If you have to take it, know that the assignments take about twice as long as in COS126, but the staff is super helpful (shout out to Professor Wayne and Ibrahim!!). Attend lab TAs, office hours, and don't be afraid to even email professors for help outside of scheduled hours! Maybe compile your cheat sheets for exams as you go through the course topics so you won't have to do it all in the week before.",,
"Start the assignments early, always go to precept (especially for the assignment tips), actually engage with the content beyond just doing the bare minimum to pass the Quizzera quizzes. This is a very, very good course",,
"Try not to study everything at the end of the course. If you keep up with the work then you'll be fine. Also, use the resources if you need to, the preceptors are very open to helping.",,
"Take this class. It enriches your coding experience, you get to work on cool programs, and you come out feeling like you've learned a lot. Assignments are comparable in length (slightly longer) than 126 assignments and significantly easier than 217 assignments. Good class to take",,
Absolutely amazing course. Wayne is one of the best lecturers at Princeton and his slides are 11/10.,,
"Don't be afraid to go to ask for help when you need it! Lab TA and office hours are your friends for the assignments. Most assignments let you have a partner so if you think you'll need the boost from working with someone else, make sure you take this class with a friend! Course does a great job of connecting the practical applications of what you learn with the assignments!",,
I think this is known... but great class. Really helpful for someone looking to create a strong computer science base.,,
"Challenging but rewarding course, definitely my favorite this semester. If you liked COS126 you'll love this class: it has a healthy mix of theory and application and covers key topics for tech interviews. This class has a high effort to reward ratio in that if you dedicate the time and stay engaged, you will do well. The first half of the semester can be heavy: each week has 4 hours of lectures/precepts, quizzes, and a programming assignment. The second half is lighter since the programming assignments become less frequent. Do the extra credit + leaderboard as they could bump your grade. The textbook technically isn't required, but it has good explanations so I'd recommend checking it out. Look at past exams: they are very different from the assignments and you will need to study for them. Set a weekly reminder on your phone to complete the quizzes. Precepts: if you prefer a preceptor who goes over the material slowly, consider getting Prof. Ginsburg (also one of the nicest people you'll ever meet). I personally found her precepts a bit too slow (and we usually didn't finish the handouts), so if you learn quickly you might prefer a different preceptor. On the whole, Prof. Wayne and the course staff are very approachable and will make this course an enjoyable one!",,
