Please Note,Princeton University does not consider student comment information provided to be official University course evaluation data; it does not take that information into consideration in approving courses for permanent status; and it does not take the information into consideration in making tenure or promotion decisions.,
Student Comments,,What advice would you give to another student considering taking this course?
"This class is not hard (assignments that aren't so difficult, and pretty short problem sets), and is really just a survey course on systems. I strongly recommend instead taking COS432 and COS418, which will help you get most of the material.",,
"The onboarding to learning golang was quite unsupported, and office hours were really crowded. The actual algorithms are not much harder than those in 226, but it was difficult to understand how to implement those in golang. Extremely generous grading policy (7 late days!) and infinite grading checks.",,
"Professors are very accommodating and lectures are interesting. Assignments are very straightforward. Probably not worth taking if you've already taken higher-level systems courses (e.g., COS318, COS418) as much of the content is review.",,
Really recommend as a COS departmental on the systems track. Work was not too bad and you know what you'll get on the assignments because of the grader bot. Pretty high level overview of systems,,
"This class is alright. It is hard and very time consuming, but it is manageable. PSETs are extremely annoying since you have to literally get quotes from lectures to answer them. Lectures have nothing to do with programming assignments, so you don't really need them in that regard. Programming assignments do take a long time, and there is little to no guidance on them. Oh and, Ed support is straight awful. Did not expect a 300 level course staff to take so long and blatantly ignore some posts lol. Regardless, the professors were extremely lenient this semester and I appreciate their willingness to help the students when times were rough and we made clear that something was just way too hard. I'd say if you need a systems class, this could be one, but just be prepared and make sure you aren't taking too many other classes that are coding intensive because this one eats a lot of time.",,
Easy course as a senior spring departmental. TBH thought it was easier than 217. Assignments and final project are fairly easy. Psets kinda suck because they are just lecture gotchas. Would not reccomend this to anyone actually interested in systems. Take something more engaging. Great course if you have to fill as systems req and you dont want to take a different systems req. Definetly a good course for those newer to cos.,,
"Not an amazing class. Problem sets were on Gradescope and were filled with ambiguous questions that didn't really make you think at all. Assignments were okay, but also required endless StackOverflow searches and trial and error to figure out how obscure features of Go worked. Lectures didn't really explore any topic in depth. Overall, a very meh class.",,
"This course is great for computer science students who want an overview of computer systems. Professor Rexford and Professor Levy are very experienced in the field and amazing people to talk to, and all of the preceptors are very nice and happy to help students.",,
"easiest systems, but interesting content! start on the final project earlier though",,
"While the quality of the class in terms of learning the material isn't great-- like I def can't apply what I learned to the real world and don't really know that much Go, it wasn't too hard to figure out how to do well in the class.",,
"If you're interested in systems, but want a taste of what's available, this course is like a survey of COS318, COS418, and COS463. I think you'll enjoy this class if you're interested in exploring systems topics. If you're not interested in systems, this is probably still a good fit, since it's not too in depth in any one particular region and will be easier than other systems alternatives. Do be aware that the assignment specifications are vague and occasionally wrong; hopefully this gets fixed before next semester. That being said, I think it was really good. Jen Rexford is a really good lecturer, and Amit Levy is also good. Overall, I would recommend this course unless you were sure you wanted to take OS and Distributed or something. Also, the course staff were only marginally responsive on Ed, and there weren't enough office hours.",,
"Took this course for the systems requirement! I liked it in a lot of ways: content was relatively interesting, the grading is pretty easy since assignments are graded on if it passes the tests, and the course staff was very generous with extending deadlines when students were struggling.Several cons for the course as well, though. Lectures are pretty much useless for completing the assignments, which I wish was not the case because the professors are pretty good lecturers and the material is actually interesting--just no incentive to attend. Specs for the assignments are SO vague, it could take a few hours just for my partner and I to read through the documentation and requirements and figure out where to start. You also have no clue how long the assignments will take because it varies so much (I recall 1 and 3 were super short, 2 and 4 were kinda painful). Precepts and office hours are very helpful!!Overall, not a painful class. Just do the assignments and try to learn something!",,
A good systems class. Prof Rexford is an excellent lecturer. Start coding assignments early and go to office hours for the psets.,,
Easy A. Take it if you just want the systems credit. It's also pretty much a survey course so don't expect to learn too much about any 1 thing.,,
