Please Note,Princeton University does not consider student comment information provided to be official University course evaluation data; it does not take that information into consideration in approving courses for permanent status; and it does not take the information into consideration in making tenure or promotion decisions.,
Student Comments,,What advice would you give to another student considering taking this course?
"Took this as a SPI core course, and felt out of my depth from week one. Wouldn't recommend taking the course in a 5-course semester, as there is a lot of reading, which if you don't do will leave you completely stranded in class and in discussions (precepts essentially just discuss the readings in further detail). Office hours are a must, and if Nikhil is still precepting I found him to be very approachable and helpful. ""Introductory but challenging"" is how the course is described, but it definitely would've helped if I had taken something like a PHI202 or similar beforehand. That being said, Macedo is really knowledgeable, and you likely won't find a more charismatic lecturer in the SPIA department. Moreover, the weekly courseload outside of reading is very light, with most of the coursework centring around midterms and finals. Overall, taking for an EM?: there are far easier options. Taking for a SPI ethics core?: not a bad choice, but leave it for a 3/4 course sem to get the most out of it. I took this in a 5-course sem and ended up dreading class for what are very intriguing and interesting debates and challenges for our modern world",,
show up to lecture and precepts. Ask questions when you have.,,
"This is an excellent ethics class with a real focus on issues that face us today. Be prepared to do a large amount of reading, and to work hard on the papers and exams. The grading standards are reasonable, but you cannot phone it in.",,
"If you are interested in Ethics and Public Policy, take it.",,
"Not a lot of work, but grading can be a little harsh sometimes. Have Professor Macedo as your preceptor--he is really cool.",,
"Would not really recommend. The professor is very interruptive, when other students are asking questions, and there seems to be only one right answer in essays and exams. There is no freedom to write creatively, nor are the readings provided from a wider range of perspectives.",,
"Macedo is a great lecturer, make sure to go to his office hours and he will help with the paper. He also takes student feedback really seriously.",,
"Great class. Macedo is incredibly intelligent, it was fun to challenge him on his ideas. He is very open about them, and welcomes questions. Take it!",,
"Good class to take, stay caught up on readings and don't let yourself get blinded by final assignments.",,
It's a great course that is really interesting.,,
I would definitely recommend taking SPI370.,,
"I would recommend that all students take this course, and regularly encouraged many others to do so. This course has been my favorite by far in my time at Princeton. The readings are incredibly insightful and key to forming your own opinions for precept discussions. Regardless of your interest in the material, this class is an incredibly exercise in analyzing the arguments of others and working through you own thought processes to develop a clear and strong line of reasoning across disciplines.",,
"Professor Macedo is great and this course is very interesting. The readings are sometimes dense, but make sure you get the main arguments. Precept and office hours are great opportunities to understand the arguments/theories.",,
"This class is awesome! Professor Macedo is a really great and engaging lecturer and the class covers some really interesting topics. The workload wasn't too bad - weekly readings took me about 2-3 hours and there were only two papers, though there was also a paper for the final. Precepts were also really thought-provoking and engaging. Overall a great philosophical basis for thinking about policy and about government.",,
"Take it! Best course I've taken so far at Princeton. Macedo is an incredible lecturer, Peter is a fabulous preceptor, and you will no doubt be intellectually stimulated.",,
"Good Core! Make sure you take good notes so that when you write papers you are able to save time and think more about the material/prompt. Four papers was overkill though. Peter was a great preceptor, definitely recommend. Course slides were helpful but Macedos lecturing can be confusing. Wish we went more in-depth into criminal justice.",,
This is a great class for SPIA requirement and VPL. It is a ton of reading but it is incredibly rewarding! Be sure to go to office hours. This course will really make you think! Great class.,,
"This course is a stellar example of what it means to self-teach at this school. I have learned a great deal in this course, but not because of the pedagogy by Professor Macedo or the preceptors. The material is engaging and has changed how I view policy and ethics, but we were left alone to teach ourselves a great deal of it. No one in this course has experience as a policymaker - any applications to 'policy' are poorly done.In practice, the lectures are essentially meaningless -- the readings are not reviewed in depth. Nearly all the lecture slides are quotes, but even so it is clear that the lecture slides are not his. The professor was dismissive in office hours, only learning the names of a select few students for the entire course and engaging solely with those who were in his precept, even in lecture. Even after an entire semester, he did not recognize most of his students. With that being said, Professor Macedo is a humane professor who tries to take student feedback into account. During a difficult semester, he did make an effort to reduce workloads. However, if you are a SPIA student, you will be better off taking another elective.",,
"The lectures for this course are very interesting, and the work expected of you is reasonable. Be aware though, in our semester that the readings for the second half of the semester weren't really posted ahead of time and were prone to changing. For a social science class, the readings were never too heavy.",,
Go to lecture and do the readings! Ask questions if you're confused.,,
