Please Note,Princeton University does not consider student comment information provided to be official University course evaluation data; it does not take that information into consideration in approving courses for permanent status; and it does not take the information into consideration in making tenure or promotion decisions.,
Student Comments,,What advice would you give to another student considering taking this course?
Only take this course if you have to for a departmental requirement.,,
"I would recommend taking this course if a student wants to fulfill a distribution requirement. I think this was a fairly easy-to-follow class, especially if you have experience with coding already.",,
"Take this course if you need to or if you are good at COS, probably don't take it for any other reason",,
"Take SML201 instead. It's a better course, you'll actually be taught how to code in R and about statistics. Even if you need a stats course for your major, I'd recommend taking SML201.",,
Took it for the SPIA requirement and it wasn't as bad as I expected. Challenging at times because you have to teach yourself how to do a lot of the coding. Exams were fair and Perry helped with problem set confusion.,,
I wouldn't take this course - probably better to take a different intro stats course,,
"As a SPIA major taking this for the pre req, I found this to be as I expected: a stressful class that I did not really enjoy but did learn from. I had zero coding experience, so it was a little overwhelming in the beginning, but the instructors are aware that many students don't know R. The weekly psets were not fun, but mcgraw and office hours (especially Ian's) were super helpful (lecture covered the foundations but wasn't very in-depth), and working through the psets gives you good practice. Definitely a lot of coding required, but the statistics part is not as in-depth.",,
"I hated this class. I only took it because SPIA. Can't speak about how this class is during a regular year, but it was horrible having it remote. The lectures are really boring and everything the professor mentioned is in the book (like the examples presented) and does not really help much for the problem sets. Also, the problem sets after the midterm began to get unreasonable. They either had problems within the data itself or it was impossible to do them because what was asked couldn't be found in the book or lecture. Most preceptors were honestly not really helpful, but Perry really carried the class. That man deserves an award because anything I actually was able to learn was from him. Another great preceptor was Sojun, super willing to help at all times. In conclusion, this is the worst class I have taken at Princeton. I couldn't be happier to finally be done with it. Oh, let's not forget the 6 hour midterm we had that took every single person I know the entire time to finish. o",,
Don't take it as a 6th fun class. Just don't.,,
"Given the need to take such a class for certain majors, you might as well take it.",,
Do the readings and try your hardest on the problem sets.,,
"The textbook is an expensive but necessary purchase, and determine early on how useful lectures are for you.",,
Stay on top of the readings and take advantage of office hours and McGraw in order to complete the problem sets.,,
"I would strongly advise students against taking POL345 unless the course is radically restructured. If you have to take it because of a departmental or distribution requirement, I'll pray for you, because you're going to need it.",,
difficult course but you will learn a lot  of cool stuff with R,,
Stay on top of the problem sets and attend McGraw if you are struggling.,,
"Go to office hours, form problem set groups, and use McGraw if you need to! Also get a head start on the problem sets. If you wait too late, they will take up your entire weekend, which can be stressful.",,
"Go to McGraw! Form a study group/a group to work on PSETs together. Try to make sense of the textbook, familiarize yourself with the basics of R before beginning the class because barely any time is spent on this, the instructor almost expects you to know how coding works. Good luck",,
Don't take this unless you have to.,,
"DO NOT TAKE THIS COURSE if you don't have to. If you are SPIA, take another course for the statistics prereq. As someone who did not have coding experience, this class was a nightmare. All the lectures were theoretical. The precepts just throw you in breakout rooms where everyone is just guessing how to code the exercise. The midterm and the final are all coding based so even if you understand the concept, you will do poorly on the exam  if you can't code. Although the curve is nice. If you have to take the class, get Perry as your preceptor. He will be more useful than the professor.",,
"DO NOT TAKE THIS COURSE unless you need to. I took it as a general distribution and was horrified at the difficulty they tacked onto it in this year's format despite it being required for several majors. If you know how to code in R you should be fine, but otherwise, you will be teaching yourself all semester, and should expect to go to mcgraw and office hours for several hours a week.",,
"Expect to do a lot of independent studying if you're a beginner coder. The preceptors are incredibly kind and helpful but it can get frustrating since lecture does not cover coding mechanics at all, just theories.",,
