Please Note,Princeton University does not consider student comment information provided to be official University course evaluation data; it does not take that information into consideration in approving courses for permanent status; and it does not take the information into consideration in making tenure or promotion decisions.,
Student Comments,,What advice would you give to another student considering taking this course?
Definitely take! I enjoyed it,,
TAKE THIS COURSE! So well taught (esp virtually) and teaches you a lot about the world.,,
This is a very interesting course and I felt like I learned a lot. The course moves quickly and many of the readings are very dense.,,
"Amazing class! Assignments are graded reasonably and the content is very relevant and engaging. If you can, get Professor Easton as your preceptor. She is incredible!",,
Good SPIA departmental. Precepts with Professor Easton were great,,
Tough course,,
Take this class as a departmental. Do the readings and go to lecture to do well. Precepts are pretty fun and the material is interesting.,,
"I did really bad in previous ethics class and was really worried about this class, but this class is a nice balance of ethics and policy. The workload is really heavy for me, but I learned a lot",,
"for this departmental, take it. for general interest, its too much work (lots of reading and exams)",,
"Fantastic departmental for SPIA, definitely should be taken and preferably earlier than later.",,
"Great class, I would totally recommend it! It's not necessarily easy but it is a very interesting class.",,
Hard class...more work than it's worth,,
"I would advise other students to ask as many questions as they need. Philosophy is its own language, and it's okay to need clarity on phrases that seem like they shoul  be simple at first glance.",,
I enjoyed this class a lot,,
"Do not take this unless you have to. I really did not enjoy the subject matter. However, it was not exceedingly hard. I think if you understand multiple angles of each philosopher's arguments, you will do well. I did really like my preceptor though, but she lives in London so unlikely you will get her.",,
"This was a fantastic class. There is a lot of reading, but it was engaging if you are interested in the course material. Only take this course if you have to or if you are interested in the topic, but if you are it is a great course. Get Sonny as your preceptor.",,
"Even if ethics and philosophy isn't your strong-suit, Professor Bolinger and Professor Macedo give great support in getting to learn the concepts. There is overall great support from the preceptors too as I heard nothing bad from anyone about them.",,
"Ok requirement. Ethics were mostly theoretical, little discussion of interesting ethical questions such as ethics of self driving cars or actually drafting policy to make the future more ethical. Precepts were far more engaging.",,
"Taking this class with 4 friends, all of us have been graded incredibly harshly imo compared to overall gpa/ performance in other classes. B-range grades are pretty doable but A-range is very difficult. Even participation is super hard to get an A-range grade in. Take PDF bc its interesting or maybe try to find an easier one if you care about your gpa",,
