Please Note,Princeton University does not consider student comment information provided to be official University course evaluation data; it does not take that information into consideration in approving courses for permanent status; and it does not take the information into consideration in making tenure or promotion decisions.,
Student Comments,,What advice would you give to another student considering taking this course?
Go to McGraw for psets and work with other people,,
There is a decent amount of work each work with the p-sets and it is important that you stay on top of important topics so that you do not get behind for the midterm and final.,,
"Not my favorite class, but it wasn't terrible. Workload is definitely manageable, and the basic concepts aren't too hard to grasp. Lectures and problem sets can be confusing and need improvement.",,
Always go to precept and always invest in the PSETs. The PSETs are key to understanding the material and preparing for the midterm and final.,,
"It's a solid course, but the lectures have some room for improvement.",,
"I would say take this class but be willing to put in time and do problems over the year, cramming will not work.",,
It gives a good overview of micro.,,
I thought the course overall was pretty good. For the most part it is what I expected for an intro course.,,
"-I don't know how economics as a major works, but if you're able to, you should avoid taking this class with Professor Farber.  Almost every time there's a graph on the lecture slides (which you can imagine is pretty often), he has to stop and remind the class that he's colorblind, and can't distinguish the different lines on the graph.  Ok that's fine.  But then he has to ask someone which line is which.  Let me remind you this happens almost every lecture.  And then he's shocked when the line he thought was red is actually green.  As if he can't just change his OWN slides to make the lines colors that he can see!  I think he does it to be funny but it's really just distracting.  Apart from that, for material that is more difficult, he puts an asterisk on that slide so that you can ""go home and study it closer"" instead of him clarifying it in lecture.  Overall the textbook and precept will probably be your best bet for learning.  To be fair I never went to Professor Farber's office hours so he might be quite helpful in person.",,
Keep on top of material.,,
Good easy class for those looking to get into Economics.,,
"This class is a fairly easy, but boring way to get an SA requirement out of the way. If you are majoring in econ, even if you don't have AP micro credit, just try weasel your way into 300 or 310. This class just isn't mind blowing or life changing in any way like a lot of classes at Princeton can be. I wish I had taken a more interesting class my first semester at this school.",,
"Very good course, need to pay attention to the slideshows to understand the material.",,
If you like economics or are looking for an SA without a lot of work this is a good class.,,
If you wanna take this course be ready to re read notes a lot. Overall not that hard of a course.,,
Study from the problem sets and lecture slides. Textbook helps clear up content but you can probably get ideas from youtube. The preceptors and McGraw help with problem sets too!,,
yes,,
I would advise that students review material before coming to lectures because lectures aren't the best introduction to concepts but act as a good reinforcer.,,
"Lectures are often not super clear so frequently requires a lot of time on your own to restudy the material and really understand it -- be prepared to put in this time. Go to office hours if you have any confusion or questions at all (especially with the preceptors -- they are super helpful and willing to help)!! And take advantage of McGraw on the weekly psets... it really helps!!! Overall, you should expect and be prepared to have to put in a substantial amount of time and effort into this class if you want to do well in it.",,
"This course is aggressively average, but ok if you just need an SA.",,
Go to the lectures.,,
"From McGraw to office hours, the amount of resources provided is no joke. However, TA's cannot explicitly help you with the homework until after it is turned in. Before that, the guidance they give is a little vague and could create misunderstandings when doing the homework. It would be nice if solutions were posted sooner. Lectures were not really about the homework, but, eh, what can you expect; Farber does a good job incorporating the ""real world"" into economics, however, and talks a lot about some stuff that is good to know but sometimes not very helpful on exams. Lectures usually begin with some news story and slowly progresses onto the day's topics from there.",,
It teaches a lot of useful information for understanding  the basics of micro.,,
Be prepared to take advantage of office hours and help from peers on psets. The course isn't too difficult but you should check in with the lecturer/preceptors to make sure you are understanding the concepts correctly.,,
"This course gives some useful conceptual understanding of microeconomics, however the graded material is very math and graph focused, so the course shifts in that direction quickly. It was not amazing, but the subject matter is so important that everyone should take it",,
"It's Econ 100.  Take it if you need to, don't if you don't.  It's not going to be your favorite, it's not super fascinating, but it's great if you just want to do your pset, do your exam, and leave.  You'll learn the economics and it won't be terribly painful, at worst it is boring.  I would say don't come in expecting much, do your psets, take the practice examination and go to office hours if you have questions, and don't buy the book.  It's never used or discussed, just look something up on Khan Academy if you have questions.",,
It's a really interesting class! Take it if you have any interest in economics or finance. Not good for an easy extra class though.,,
Keep up with lectures,,
Do not take it if you don't have to,,
"Don't take this class with Farber if you don't want to hear him make unnecessary references to slavery that are borderline racist. His lectures are not the best, and if you can, wait to take ECO 100 with literally any other professor if you can. I'm sure he's nice outside of lecture, but he is not a good professor.",,
Go to mcgraw,,
go to precept and mcgraw on weekends.,,
Challenging but worth it!,,
"Stay on top of the course as one topic builds on another, don't get behind. But very interesting class.",,
"This is a solid class. I didn't find it overly difficult but was also not able to breeze by. I'd recommend attending lectures and reading (it's really not that big of an ask), and while Prof. Farber's lectures are relatively mediocre, they're bad like a vocal minority might lead you to believe. The material is good knowledge to have and my preceptor, Max (and the other two who I went to office hours with) work hard to educate students as well. I'm planning on majoring in Econ and this didn't dissuade me nor did it get me super fired up about the major.",,
Review the notes before class and attend McGraw study sessions.,,
go to lectures,,
Don't take it with Farber.,,
"Please wait to take this class with another professor. Farber is very kind, however, he lacks the ability to connect and relate with students who have had very little exposure to economics. He has reached a point where he cannot understand why students are confused. If you have to take this for a distribution requirement, take it under another professor. This class probably would be decent to PDF.",,
Very good basis of economics. Start the problem sets early and don't get behind in not understanding concepts.,,
I recommend other students take this course.,,
A lot of self-studying-don't rely on lectures or precept to learn the difficult concepts.,,
Lectures are a waste of time.,,
Make sure to attend office hours if you have questions.,,
