Please Note,Princeton University does not consider student comment information provided to be official University course evaluation data; it does not take that information into consideration in approving courses for permanent status; and it does not take the information into consideration in making tenure or promotion decisions.,
Student Comments,,What advice would you give to another student considering taking this course?
"This class is a great introduction to economics in general. It's not too much work. Even if you don't stay on top of readings, they still go over the information in Precepts. If you know a lot about US politics, then you're at an advantage. Otherwise (like if you're not from the US), you may have to review that.",,
"Take this course, and with Professor Blinder if you can. You get a good understanding of some fundamental economic principles.",,
"Keep up with the bi-weekly-ish psets and weekly reading and you should be fine, the assessments aren't too taxing.",,
This course should be required for all students because it exposes you to the issues that structure our entire economy today and provide students with the base understanding for the issues we face. This course is manageable and I would recommend it purely for Blinder's lectures.,,
"Highly recommend you take this class, whoever you are.",,
"This is a class with a heavy work load. While manageable and not so difficult at times, expect to dedicate significant time to bi-weekly problem sets, two midterms, a beast of a final as well as a Dean's Date essay. The material is important and helped me become a more informed citizen, but the class is structured as an extremely burdensome class, disproportionately to other into classes I had taken. Consider this if taking as a fifth class.",,
"Do the readings ahead of the lectures and precepts, and don't try to do the entire pset in one night. Office hours are very helpful so try to go to those whenever you can, especially if you don't understand something.",,
"This course is really interesting and you learn a lot, the final few weeks of the semester are pretty complex material which can be hard to understand. Do problem sets with other people! They're not too bad, but it helps to understand things conceptually when you discuss them with other people. And show up to precept, it helps a lot. You don't really need to read the textbook, just pay attention in class and do the external readings for your own growth, it helps to understand how this stuff applies to the real world.",,
"This is a great introduction to economics, and helpful in understanding the basics of economics.",,
"I feel as though you never really know where you stand in the class. You can sometimes capture an understanding of the material, but it does not translate to a high test score. Therefore, you really need to put in the work because you can easily feel left behind",,
Professor Blinder is absolutely great and this course feels applicable to the real world.,,
"I took this class with Prof. Blinder - it was a great class! The workload is very manageable, but it will make your life easier if you keep up with the material, as each week really does build up on previous concepts. Dan McGee is a great preceptor.",,
"I think SPIA should make students take macro instead of micro. It is so relevant to the world and crucial to understanding government and the economy... students shouldn't graduate Princeton without taking this course, especially if they're SPIA/POL/Econ/wanting to do anything related to the government or economy. Well taught, very helpful professor and preceptors, good intro class. (took as an upperclassman)",,
"Only take this course if you have to or you're super interested in macroeconomics. If you're looking to take it as a distribution, there are more exciting SAs out there. Textbook readings are tedious and long, but try to keep up every week and you'll be fine. The problem sets are also very helpful preparation for exams, and go to office hours if you're confused!",,
"Take detailed notes on the readings and make sure you understand everything on a broader, conceptual level, as well as being able to do the math.",,
Be prepared for a lot of reading and learning how to do some problem sets on your own.,,
Blinder's assignments are unnecessarily challenging. Class is more focused on current/historical economic events rather than economic concepts.,,
Provides a strong foundation for thinking about economic issues. Precepts are dry but lectures are interesting and connected to current events,,
Some advice I would give to other students is to follow the readings because topics will be a lot clearer as the course progresses as topics build on one another.,,
This class is a great intro to macro and helps set up a foundation of understanding the economy in the real world. Blinder's addition of the pandemic into the curriculum was pretty interesting and made you more engaged with the class.,,
"You should definitely take this course because it is very important to learn about the basics of economics. It is quite intense, but that makes it even better:)",,
Be prepared for a lot of self teaching on all the problem based questions (i.e. Psets and questions like that). lectures are interesting but not quite pertinent to the Psets or many exam questions.,,
I would say the course is interesting and that it is not too difficult if you go to lectures and start the psets early.,,
Take this course if you want a background in macroeconomics.,,
"do it; you'll definitely come out of it a much more informed consumer of economic literature and policy, and you'll get a good understanding of the basics of U.S. economic systems.",,
Definitely take precept with Dan the Man. Always looking forward to answering your questions,,
