Please Note,Princeton University does not consider student comment information provided to be official University course evaluation data; it does not take that information into consideration in approving courses for permanent status; and it does not take the information into consideration in making tenure or promotion decisions.,
Student Comments,,What advice would you give to another student considering taking this course?
Do not fall behind,,
"Great course. Noonan is a sweetheart, and very knowledgeable. Sit in the front row so you pay attention in the 300+ person lecture.",,
Attending lecture can really help make things more engaging. Also try to get Professor Noonan as your preceptor if you can!,,
"Professor Noonan is a very energetic, engaging instructor. Her office hours are very helpful for questions on the PSET, definitely take advantage of them.",,
"I would say that it's important to take effective notes during lecture, rather than writing everything down. Also, if you are having trouble solving a p-set or understanding a practice question, don't hesitate to reach out for help.",,
"As far as an intro level class goes, I think it is interesting and provides a basic look into Microeconomics. I would recommend this class to anyone who is interested in starting to learn about econ.",,
"Take if you have to or if you like math. It is not a lot of hard math, but it probably won't be the most interesting as a humanities student.",,
amazing professor who is really patient and nice,,
"Straightforward, and with a great and kind professor!",,
"Definitely try to get into Chris Mills's precept, he is fantastic. Also, go to office hours every week!",,
Get an iPad/print out the lecture slides ahead of time... there's information to copy down as well as graphs that are drawn in class to solid the concepts and it makes engaging in lectures a lot easier. Go to precepts as they are very chill environments and helped a lot in me understanding the concepts taking an econ class for the first time.,,
"I highly recommend taking this course, with Professor Noonan in particular! She is amazing at explaining the subject matter and is always available to answer questions and help with problem sets in office hours. My main recommendations would be 1) print or have the lecture slides available on an iPad before lecture and take notes directly on them, since it is otherwise really difficult to keep up and 2) go to office hours, they're really helpful. Take this course to decide if you want to be an Econ major or just for fun!",,
ECO100 is a solid course that can introduce you to a new way of thinking about the world that may make more sense to you. Make sure to take advantage of office hours and McGraw to reinforce your understanding of the material.,,
Rewatch the lectures and figure out your best notetaking strategies.,,
"This class is a great introduction to microeconomics, though it helps massively to have a previous background in economics as a whole before taking this class. Keeping up with lectures and precepts are integral to doing well in this class, but staying on top of problem sets and going to office hours will prove to be most beneficial for succeeding in this course.",,
Better than macro,,
Print out the lecture notes before hand so that way you can spend more time focusing on the graphs and on what professor Noonan is saying. Find a preceptor's office hours that you can go to every week to get help on the problem sets.,,
"If you wantt a solid foundation in Econ before you move to higher level courses, I definitely recommend taking this course even if you took micro in high school. The p-sets sometimes challenge you to think in new ways, and you might find that you need to go to office hours. Definitely recommend going to Professor Noonan's or Chris' office hours.",,
Go to office hours,,
"Professor Noonan is a great lecturer--very engaging and very sweet (she brought chocolate one time!), and very personal in office hours and nice, and explains the content well. The problem sets definitely take a fair amount of time every week (maybe 6-8 hours/week including office hours, all at the end of the week?), but office hours are extremely helpful, and make it easy to do well on them if you put in the effort. The exams are difficult, too, but are fair and reasonable if you put in the time to study. I would definitely recommend this course to anyone looking to get any exposure to Economics, even if it's not something that you'll want to major in down the line.",,
I would definitely look into taking this course. It is not that much work or too difficult as long as you go to every class.,,
the course moves very fast. I took economics in high school and still struggled to keep up at times. My friends who had never taken economics before struggled a lot.,,
I don't have any advice,,
"This course was pretty difficult and was a good amount of work. The concepts are pretty dense and you can definitely not slack off. I would recommend going to office hours each week with the professor because she does a great job explaining the content learned in lectures and helps go over the problem sets. I would also recommend doing the readings to fully comprehend the lectures before class. Overall, I learned a lot in this class, but it did take a lot of my time and it was pretty difficult... very rewarding though!",,
Do take it with Professor Noonan. And try to get precept with her! It will make your overall experience in ECO 100 superior.,,
"McGraw helped me survive the PSETs, but it was a pretty enjoyable class",,
Re-read the lecture slides and p sets every week so you understand the material more.,,
Prepare to study,,
I really recommend taking this course as it lays a strong foundation for microeconomics and it wasn't too stressful. Be sure to attend lectures and precepts as well as ask clarifying questions whenever you're confused about a concept.,,
Go to office hours!,,
Do the readings!,,
Great Course! Make sure to go over the powerpoints and study those rigorously.,,
"The lectures move fast so it's a good idea to preview the slides so you have an idea of what's going on. Make sure that you don't leave concepts that confuse you hanging, because it will make understanding subsequent lectures and studying for exams hard. GO TO OFFICE HOURS!!! Professor Noonan does a great job of explaining confusing concepts/problems in more detail in her office hours.",,
Don't,,
